Entidad,Fecha y Hora de Publicacion,Nomenclatura,Objeto de Contratacion,Descripcion del Objeto ,Valor Referencial,Moneda,Fecha Fin Formulación de consultas y observaciones(Electronica),Absolución de consultas y observaciones(Electronica),Integración de las Bases,Fecha Presentacion de Propuesta,Fecha de Buena Pro,Estado,Fideicomiso,Ruc,Razon Social,Tipo de Formulario,Telefono,Email,Ola
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,14/05/2024,LP-SM-3-2024-MTC/21-1,Obra,"EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL EMP. R16 - INKACANCHA, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO"," $26,465,332.88 ",Soles,28/05/2024,03/06/2024,03/06/2024,19/06/2024,20/06/2024,Convocado,,20601571561,INDUSTRIAS CRJ S.A.C.,Consulta,013676066,arjuccp_2021@hotmail.com,Junio 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,14/05/2024,LP-SM-3-2024-MTC/21-1,Obra,"EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL EMP. R16 - INKACANCHA, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO"," $26,465,332.88 ",Soles,28/05/2024,03/06/2024,03/06/2024,19/06/2024,20/06/2024,Convocado,,20522045421,COMPAÑIA GRA CONSTRUCCIONES S.A.C.,Consulta,981519562,cogracon.licitaciones@gmail.com,Junio 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,14/05/2024,LP-SM-3-2024-MTC/21-1,Obra,"EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL EMP. R16 - INKACANCHA, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO"," $26,465,332.88 ",Soles,28/05/2024,03/06/2024,03/06/2024,19/06/2024,20/06/2024,Convocado,,20524892881,INVERSIONES ROMAYSE S.A.C.,Consulta,2882065-998363985,ROMAYSE@HOTMAIL.COM,Junio 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,14/05/2024,LP-SM-3-2024-MTC/21-1,Obra,"EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL EMP. R16 - INKACANCHA, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO"," $26,465,332.88 ",Soles,28/05/2024,03/06/2024,03/06/2024,19/06/2024,20/06/2024,Convocado,,20455703558,LIVISSI CONSTRUCCIONES E.I.R.L.,Consulta/Observación,054232649,livisSi_luis@hotmail.com,Junio 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,14/05/2024,LP-SM-3-2024-MTC/21-1,Obra,"EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL EMP. R16 - INKACANCHA, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO"," $26,465,332.88 ",Soles,28/05/2024,03/06/2024,03/06/2024,19/06/2024,20/06/2024,Convocado,,20603919395,WCR CONSTRUCCIONES EMPRESA INDIVIDUAL DE RESPONSABILIDAD LIMITADA,Observación,4010474-932513591,wcrconstruccioneseirl@gmail.com,Junio 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,14/05/2024,LP-SM-3-2024-MTC/21-1,Obra,"EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL EMP. R16 - INKACANCHA, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO"," $26,465,332.88 ",Soles,28/05/2024,03/06/2024,03/06/2024,19/06/2024,20/06/2024,Convocado,,20606702222,JJVL CONTRATISTAS GENERALES SAC,Consulta,934895012,jjvlcontratistas@gmail.com,Junio 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,14/05/2024,LP-SM-3-2024-MTC/21-1,Obra,"EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL EMP. R16 - INKACANCHA, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO"," $26,465,332.88 ",Soles,28/05/2024,03/06/2024,03/06/2024,19/06/2024,20/06/2024,Convocado,,20601310733,KATERIN CONSTRUCCIONES S.R.L.,Observación,989902771,janet33357@gmail.com,Junio 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,14/05/2024,LP-SM-3-2024-MTC/21-1,Obra,"EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL EMP. R16 - INKACANCHA, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO"," $26,465,332.88 ",Soles,28/05/2024,03/06/2024,03/06/2024,19/06/2024,20/06/2024,Convocado,,20490193350,INVERSIONES EN CONSTRUCCION Y MAQUINARIA SOCIEDAD ANONIMA CERRADA INCOMAQ SAC.,Consulta,228592,gonzalo.vilchez@consorciojergo.com,Junio 2024
MTC-PROYECTO ESPECIAL DE INFRAESTRUCTURA DE TRANSPORTE DESCENTRALIZADO - PROVIAS DESCENTRALIZADO,14/05/2024,LP-SM-3-2024-MTC/21-1,Obra,"EJECUCION DE LA OBRA: REHABILITACION Y MEJORAMIENTO DEL CAMINO VECINAL EMP. R16 - INKACANCHA, DISTRITO DE COLQUEPATA - PAUCARTAMBO - CUSCO"," $26,465,332.88 ",Soles,28/05/2024,03/06/2024,03/06/2024,19/06/2024,20/06/2024,Convocado,,20608019805,INGENIEROS ASOCIADOS LUBREY E.I.R.L,Consulta,987642457,ingasociadoslubrey@hotmail.com,Junio 2024
MUNICIPALIDAD DISTRITAL DE MEGANTONI,07/03/2024,LP-SM-2-2024-MDM/CS-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE RURAL Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE CAMANÁ DEL DISTRITO DE MEGANTONI - PROVINCIA DE LA CONVENCIÓN - DEPARTAMENTO DE CUSCO"", CUI N° 2567437."," $23,900,393.85 ",Soles,21/03/2024,26/04/2024,26/04/2024,08/05/2024,09/05/2024,Convocado,,20601310733,KATERIN CONSTRUCCIONES S.R.L.,Observación,989902771,janet33357@gmail.com,Junio 2024
MUNICIPALIDAD DISTRITAL DE MEGANTONI,07/03/2024,LP-SM-2-2024-MDM/CS-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE RURAL Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE CAMANÁ DEL DISTRITO DE MEGANTONI - PROVINCIA DE LA CONVENCIÓN - DEPARTAMENTO DE CUSCO"", CUI N° 2567437."," $23,900,393.85 ",Soles,21/03/2024,26/04/2024,26/04/2024,08/05/2024,09/05/2024,Convocado,,20399678553,INGENIERIA DEL CONCRETO PACIFICO EIRL.,Observación/Consulta,974997191,info@ingecop.pe,Junio 2024
MUNICIPALIDAD DISTRITAL DE MEGANTONI,07/03/2024,LP-SM-2-2024-MDM/CS-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE RURAL Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE CAMANÁ DEL DISTRITO DE MEGANTONI - PROVINCIA DE LA CONVENCIÓN - DEPARTAMENTO DE CUSCO"", CUI N° 2567437."," $23,900,393.85 ",Soles,21/03/2024,26/04/2024,26/04/2024,08/05/2024,09/05/2024,Convocado,,20602262201,"""CORPORACIÓN TROMMEL INGENIERIA CONSULTORIA CONSTRUCCION S.A.C""",Observación,970879210,corptrommel@gmail.com,Junio 2024
MUNICIPALIDAD DISTRITAL DE MEGANTONI,07/03/2024,LP-SM-2-2024-MDM/CS-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ""MEJORAMIENTO Y AMPLIACIÓN DEL SERVICIO DE AGUA POTABLE RURAL Y DISPOSICIÓN SANITARIA DE EXCRETAS EN LA COMUNIDAD NATIVA DE CAMANÁ DEL DISTRITO DE MEGANTONI - PROVINCIA DE LA CONVENCIÓN - DEPARTAMENTO DE CUSCO"", CUI N° 2567437."," $23,900,393.85 ",Soles,21/03/2024,26/04/2024,26/04/2024,08/05/2024,09/05/2024,Convocado,,20610673059,CONSTRUCTORES &amp;amp; CONSULTORES REPALU S.A.C.,Observación/Consulta,942578204,repalusac@gmail.com,Junio 2024
UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD,24/05/2024,PEC-PROC-4-2024-PRONIS-1,Obra,"EJECUCION DE OBRA Y EQUIPAMIENTO DE LA INTERVENCION DE RECONSTRUCCION MEDIANTE INVERSIONES (IRI) DENOMINADA: REHABILITACION Y REPOSICION DE LOS SERVICIOS DE SALUD DEL C.S. LA UNION, DISTRITO DE LA UNION, PROVINCIA DE PIURA, REGION PIURA - CUI 2512661"," $22,319,038.74 ",Soles,28/05/2024,29/05/2024,29/05/2024,06/06/2024,11/06/2024,Convocado,,20451756347,EMPRESA CONSTRUCTORA J.M.C.V. E.I.R.L.,Consulta,986639594,constructora_jmcv@hotmail.com,Junio 2024
UNIDAD EJECUTORA 125 PROGRAMA NACIONAL DE INVERSIONES EN SALUD,24/05/2024,PEC-PROC-4-2024-PRONIS-1,Obra,"EJECUCION DE OBRA Y EQUIPAMIENTO DE LA INTERVENCION DE RECONSTRUCCION MEDIANTE INVERSIONES (IRI) DENOMINADA: REHABILITACION Y REPOSICION DE LOS SERVICIOS DE SALUD DEL C.S. LA UNION, DISTRITO DE LA UNION, PROVINCIA DE PIURA, REGION PIURA - CUI 2512661"," $22,319,038.74 ",Soles,28/05/2024,29/05/2024,29/05/2024,06/06/2024,11/06/2024,Convocado,,20514073423,C.B.G. E.I.R.L.,Consulta,986639594-4375997,cbg.eirl@hotmail.com,Junio 2024
MUNICIPALIDAD DISTRITAL DE KIMBIRI,27/12/2023,LP-SM-5-2023-MDK/CS-1,Obra,CONTRATACION DE EJECUCION DE LA OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN 09 COMUNIDADES DEL CENTRO POBLADO DE PROGRESO DEL DISTRITO DE KIMBIRI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO.," $21,247,275.70 ",Soles,12/01/2024,17/01/2024,17/01/2024,30/01/2024,31/01/2024,Convocado,,20600289382,"INGENIERIA, SOLUCIONES Y CONSTRUCCIONES METALICAS S.A.C.",Observación/Consulta,982055737,josuecaceresfrias@gmail.com,Junio 2024
MUNICIPALIDAD DISTRITAL DE KIMBIRI,27/12/2023,LP-SM-5-2023-MDK/CS-1,Obra,CONTRATACION DE EJECUCION DE LA OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN 09 COMUNIDADES DEL CENTRO POBLADO DE PROGRESO DEL DISTRITO DE KIMBIRI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO.," $21,247,275.70 ",Soles,12/01/2024,17/01/2024,17/01/2024,30/01/2024,31/01/2024,Convocado,,20574690642,ZEGAL CONSULTORES Y EJECUTORES S.R.L.,Consulta/Observación,986984757,zegalcye@gmail.com,Junio 2024
MUNICIPALIDAD DISTRITAL DE KIMBIRI,27/12/2023,LP-SM-5-2023-MDK/CS-1,Obra,CONTRATACION DE EJECUCION DE LA OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN 09 COMUNIDADES DEL CENTRO POBLADO DE PROGRESO DEL DISTRITO DE KIMBIRI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO.," $21,247,275.70 ",Soles,12/01/2024,17/01/2024,17/01/2024,30/01/2024,31/01/2024,Convocado,,20611153083,RIVAS REINGENIERIA S.A.C.,Observación,993993533,rivasreingenieria@gmail.com,Junio 2024
MUNICIPALIDAD DISTRITAL DE KIMBIRI,27/12/2023,LP-SM-5-2023-MDK/CS-1,Obra,CONTRATACION DE EJECUCION DE LA OBRA: MEJORAMIENTO Y AMPLIACION DEL SERVICIO DE AGUA POTABLE Y SANEAMIENTO RURAL EN 09 COMUNIDADES DEL CENTRO POBLADO DE PROGRESO DEL DISTRITO DE KIMBIRI - PROVINCIA DE LA CONVENCION - DEPARTAMENTO DE CUSCO.," $21,247,275.70 ",Soles,12/01/2024,17/01/2024,17/01/2024,30/01/2024,31/01/2024,Convocado,,20534792787,GRUPO INGESUR S.A.C.,Observación,066302652,arconsasesores@gmail.com,Junio 2024
PLAN COPESCO NACIONAL - MINCETUR,26/04/2024,LP-SM-2-2024-COPESCO NACIONAL-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿Mejoramiento y ampliación de los servicios turísticos públicos en el Malecón Grau, distrito de Pacasmayo ¿ provincia de Pacasmayo ¿ región La Libertad¿"," $21,035,098.96 ",Soles,13/05/2024,31/05/2024,31/05/2024,18/06/2024,20/06/2024,Convocado,,20506039208,NEGRILL CONTRATISTAS GENERALES E.I.R.L.,Observación,2730632,negrillcontratistas@hotmail.com,Junio 2024
PLAN COPESCO NACIONAL - MINCETUR,26/04/2024,LP-SM-2-2024-COPESCO NACIONAL-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿Mejoramiento y ampliación de los servicios turísticos públicos en el Malecón Grau, distrito de Pacasmayo ¿ provincia de Pacasmayo ¿ región La Libertad¿"," $21,035,098.96 ",Soles,13/05/2024,31/05/2024,31/05/2024,18/06/2024,20/06/2024,Convocado,,20608670255,NUÑEZ &amp;amp; SUMARI CONTRATISTAS GENERALES E.I.R.L.,Observación/Consulta,959158922,ns2021ica@gmail.com,Junio 2024
PLAN COPESCO NACIONAL - MINCETUR,26/04/2024,LP-SM-2-2024-COPESCO NACIONAL-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿Mejoramiento y ampliación de los servicios turísticos públicos en el Malecón Grau, distrito de Pacasmayo ¿ provincia de Pacasmayo ¿ región La Libertad¿"," $21,035,098.96 ",Soles,13/05/2024,31/05/2024,31/05/2024,18/06/2024,20/06/2024,Convocado,,20531614993,INVERSIONES CORAL S.A.C.,Observación,924667720,cristianmilla1098@gmail.com,Junio 2024
PLAN COPESCO NACIONAL - MINCETUR,26/04/2024,LP-SM-2-2024-COPESCO NACIONAL-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿Mejoramiento y ampliación de los servicios turísticos públicos en el Malecón Grau, distrito de Pacasmayo ¿ provincia de Pacasmayo ¿ región La Libertad¿"," $21,035,098.96 ",Soles,13/05/2024,31/05/2024,31/05/2024,18/06/2024,20/06/2024,Convocado,,20481605491,INGENIEROS CONTRATISTAS DE PAVIMENTOS SAC,Consulta/Observación,982603289,augustocabada@incopsac.com,Junio 2024
PLAN COPESCO NACIONAL - MINCETUR,26/04/2024,LP-SM-2-2024-COPESCO NACIONAL-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿Mejoramiento y ampliación de los servicios turísticos públicos en el Malecón Grau, distrito de Pacasmayo ¿ provincia de Pacasmayo ¿ región La Libertad¿"," $21,035,098.96 ",Soles,13/05/2024,31/05/2024,31/05/2024,18/06/2024,20/06/2024,Convocado,,20603073682,CORPHAM CONTRATISTAS GENERALES S.A.C.,Consulta,962969037,corpham_sac@hotmail.com,Junio 2024
PLAN COPESCO NACIONAL - MINCETUR,26/04/2024,LP-SM-2-2024-COPESCO NACIONAL-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿Mejoramiento y ampliación de los servicios turísticos públicos en el Malecón Grau, distrito de Pacasmayo ¿ provincia de Pacasmayo ¿ región La Libertad¿"," $21,035,098.96 ",Soles,13/05/2024,31/05/2024,31/05/2024,18/06/2024,20/06/2024,Convocado,,20548123888,EXTRACO S.A. SUCURSAL PERU,Observación,3965568-988344894,central@extraco.pe,Junio 2024
PLAN COPESCO NACIONAL - MINCETUR,26/04/2024,LP-SM-2-2024-COPESCO NACIONAL-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿Mejoramiento y ampliación de los servicios turísticos públicos en el Malecón Grau, distrito de Pacasmayo ¿ provincia de Pacasmayo ¿ región La Libertad¿"," $21,035,098.96 ",Soles,13/05/2024,31/05/2024,31/05/2024,18/06/2024,20/06/2024,Convocado,,20477875484,CONSORCIO CONSTRUCCION Y DESARROLLO SAC,Consulta,016504911,cconstrucciondesarrollosac@gmail.com,Junio 2024
PLAN COPESCO NACIONAL - MINCETUR,26/04/2024,LP-SM-2-2024-COPESCO NACIONAL-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿Mejoramiento y ampliación de los servicios turísticos públicos en el Malecón Grau, distrito de Pacasmayo ¿ provincia de Pacasmayo ¿ región La Libertad¿"," $21,035,098.96 ",Soles,13/05/2024,31/05/2024,31/05/2024,18/06/2024,20/06/2024,Convocado,,20482164634,JOTSA CONSTRUCTORES S.A.C.,Observación,998484039,JOTSA_CONSTRUCTORES@HOTMAIL.COM,Junio 2024
PLAN COPESCO NACIONAL - MINCETUR,26/04/2024,LP-SM-2-2024-COPESCO NACIONAL-1,Obra,"CONTRATACIÓN DE LA EJECUCIÓN DE LA OBRA: ¿Mejoramiento y ampliación de los servicios turísticos públicos en el Malecón Grau, distrito de Pacasmayo ¿ provincia de Pacasmayo ¿ región La Libertad¿"," $21,035,098.96 ",Soles,13/05/2024,31/05/2024,31/05/2024,18/06/2024,20/06/2024,Convocado,,20601310733,KATERIN CONSTRUCCIONES S.R.L.,Observación,989902771,janet33357@gmail.com,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20506039208,NEGRILL CONTRATISTAS GENERALES E.I.R.L.,Observación,2730632,negrillcontratistas@hotmail.com,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20480864973,F &amp;amp; F INGENIERIA Y CONSTRUCCION S.R.L.,Observación/Consulta,918548336,ffingenieros@hotmail.com,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20480761732,G &amp;amp; S BETTEL INGENIEROS S.A.C.,Consulta/Observación,947087754,gysbettelingenierosperu@gmail.com,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20601551757,CONSULTORA Y CONSTRUCCIONES C Y P S.A.C.,Observación/Consulta,958027378,cypsac1@gmail.com,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20611569981,EAST REGIONAL INVESTMENT S.R.L.,Consulta,939927256,EASTREGIONALINVESTMENT@GMAIL.COM,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20277977509,GRUPO DRASSA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA,Consulta,4956213-974995254,ARCSRL1@HOTMAIL.com,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20477492712,INVERSIONES GENERALES S Y M DEL PERU S.A.C.,Consulta/Observación,991314065,WIMA1924@GMAIL.COM,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20609436388,CONSTRUCTORA AOME S.A.C.,Observación,985008795,rociotechy@gmail.com,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20604481202,EMPRESA MARACOUD E.I.R.L.,Observación,922526587,MARACOUD@gmail.com,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20570806808,TEC PERU INGEOBRAS S.A.C,Observación,973868332,tecingeobras.sac@gmail.com,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20604371857,AYNI ASESORES &amp;amp; CONSULTORES S.A.C. - AYNI A&amp;amp;C S.A.C.,Observación,AV. ENRIQUE MEIGGS NRO. 792  LIMA LIMA LIMA,felixosores3110@hotmail.com,Junio 2024
UNIVERSIDAD NACIONAL DE CAJAMARCA,02/05/2024,LP-SM-2-2024-CS-1,Obra,CONTRATACION DE EJECUCION DE OBRA MEJORAMIENTO Y AMPLIACION DE LOS SERVICIOS EDUCATIVOS DE LA ESCUELA ACADEMICO PROFESIONAL DE OBSTETRICIA FACULTAD DE CIENCIAS DE LA SALUD DE LA UNIVERSIDAD NACIONAL DE CAJAMARCA DISTRITO DE CAJAMARCA PROVINCIA DE CAJAMARCA DEPARTAMENTO DE CAJAMARCA," $20,732,690.14 ",Soles,16/05/2024,28/05/2024,28/05/2024,12/06/2024,13/06/2024,Convocado,,20495696881,S &amp;amp; G SERVICIOS GENERALES EIRL.,Observación,076-507852,SYG.SERV.GENERALES@GMAIL.COM,Junio 2024
